CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
778353183,Existing Customer,31.0,F,0,High School,Married,Less than $40K,Blue,13.0,5,2,3,3201.0,984.0,2217.0,0.639,5155.0,77,0.925,0.307
713789883,Existing Customer,50.0,F,4,High School,Married,$40K - $60K,Blue,36.0,6,1,1,1479.0,1004.0,475.0,0.827,5116.0,75,0.974,0.679
773018583,Existing Customer,38.0,F,4,Graduate,Married,Less than $40K,Blue,30.0,5,1,2,3144.0,2216.0,928.0,0.741,4717.0,75,0.562,0.705
771354633,Existing Customer,58.0,M,1,College,Single,$80K - $120K,Blue,45.0,5,3,4,1854.0,1480.0,374.0,0.853,,73,0.921,0.798
717308433,Attrited Customer,49.0,M,5,Uneducated,Unknown,$60K - $80K,Blue,43.0,3,3,3,1960.0,0.0,1960.0,0.493,2253.0,39,0.345,0.0
712271958,Existing Customer,37.0,M,3,Uneducated,Unknown,$80K - $120K,Blue,36.0,4,2,3,9782.0,1793.0,7989.0,0.886,3672.0,75,0.923,0.183
716736858,Existing Customer,47.0,F,4,Graduate,Married,Less than $40K,Blue,39.0,3,3,2,3144.0,0.0,3144.0,0.561,3774.0,80,0.818,0.0
713796033,Attrited Customer,47.0,M,2,Graduate,Married,$40K - $60K,Blue,42.0,6,3,3,4738.0,0.0,4738.0,0.641,1900.0,36,0.5,0.0
710812533,Attrited Customer,46.0,F,3,High School,Single,Unknown,Silver,36.0,4,2,3,34516.0,154.0,34362.0,0.602,1987.0,46,0.586,0.004
782555058,Existing Customer,35.0,F,1,Unknown,Married,Less than $40K,Blue,29.0,4,2,3,1438.3,856.0,582.3,0.792,4432.0,92,0.736,0.595
714864333,Attrited Customer,43.0,M,2,College,Divorced,$120K +,Blue,37.0,4,1,2,34516.0,0.0,34516.0,0.536,1370.0,38,0.357,0.0
787918158,Existing Customer,32.0,F,0,Uneducated,Married,Less than $40K,Blue,23.0,5,2,4,2156.0,1114.0,1042.0,0.603,4106.0,66,0.833,0.517
779070033,Existing Customer,63.0,F,0,College,Single,Less than $40K,Blue,44.0,3,4,2,1938.0,0.0,1938.0,0.536,3974.0,56,0.931,0.0
789945933,Existing Customer,61.0,F,1,Graduate,Single,Less than $40K,Blue,52.0,3,3,1,1438.3,0.0,1438.3,0.925,3560.0,67,0.861,0.0
720810783,Attrited Customer,54.0,F,2,Graduate,Married,Unknown,Blue,44.0,2,3,3,3781.0,1692.0,2089.0,0.791,2310.0,43,0.72,0.448
715627833,Existing Customer,48.0,M,3,High School,Married,$60K - $80K,Gold,37.0,6,2,0,34516.0,1948.0,32568.0,0.666,4539.0,75,0.705,0.056
809538783,Existing Customer,49.0,M,1,High School,Single,$120K +,Blue,44.0,6,2,3,1438.3,1058.0,380.3,0.56,4109.0,72,0.8,
715987758,Attrited Customer,49.0,M,3,Graduate,Single,$80K - $120K,Blue,36.0,3,2,1,3261.0,0.0,3261.0,1.012,3081.0,50,0.667,0.0
711967158,Existing Customer,35.0,F,3,Graduate,Single,Less than $40K,Blue,23.0,6,3,1,2211.0,1370.0,841.0,0.781,4359.0,79,0.927,0.62
712325433,Existing Customer,39.0,F,2,Unknown,Single,Unknown,Blue,28.0,6,2,2,1493.0,792.0,701.0,0.688,4131.0,80,0.702,0.53
716470683,Existing Customer,48.0,F,3,Post-Graduate,Married,Unknown,Blue,36.0,3,1,3,20631.0,2048.0,18583.0,0.676,4827.0,77,0.711,0.099
713289183,Existing Customer,53.0,F,3,Doctorate,Married,Less than $40K,Blue,33.0,6,2,1,2255.0,1647.0,608.0,0.848,4270.0,76,0.767,0.73
711549408,Existing Customer,51.0,M,3,Uneducated,Married,$80K - $120K,Blue,42.0,5,1,3,1507.0,961.0,546.0,0.678,4126.0,90,0.667,0.638
709523508,Existing Customer,65.0,F,0,Uneducated,Unknown,Less than $40K,Silver,53.0,5,1,2,11097.0,0.0,11097.0,0.648,4836.0,83,0.566,0.0
717578358,Existing Customer,49.0,F,4,Graduate,Married,Unknown,Blue,40.0,5,1,1,8162.0,1704.0,6458.0,0.819,4334.0,80,0.739,0.209
711673983,Existing Customer,44.0,M,4,Unknown,Single,$60K - $80K,Blue,36.0,3,1,2,18721.0,1568.0,17153.0,0.788,4537.0,81,0.8,0.084
713388108,Attrited Customer,62.0,F,0,High School,Unknown,Less than $40K,Blue,51.0,4,2,3,5210.0,0.0,5210.0,0.64,2162.0,36,0.161,0.0
715679733,Existing Customer,43.0,F,2,Uneducated,Single,Less than $40K,Blue,36.0,5,2,4,1736.0,1513.0,223.0,0.829,3462.0,67,0.558,0.872
779694183,Existing Customer,51.0,M,3,College,Married,$80K - $120K,Blue,34.0,5,2,4,1864.0,1427.0,437.0,0.725,3833.0,73,0.587,0.766
788544108,Existing Customer,43.0,F,2,High School,Single,Less than $40K,Blue,37.0,4,3,0,6611.0,1041.0,5570.0,0.744,4037.0,74,0.682,0.157
715583283,Existing Customer,34.0,F,0,Graduate,Married,Unknown,Blue,13.0,4,1,4,7942.0,2087.0,5855.0,0.754,4068.0,66,0.61,0.263
719917233,Attrited Customer,49.0,M,3,Post-Graduate,Married,$80K - $120K,Blue,36.0,3,3,2,13382.0,1159.0,12223.0,0.404,1828.0,45,0.5,0.087
717103758,Attrited Customer,63.0,M,0,Graduate,Single,Unknown,Blue,55.0,5,0,2,18550.0,0.0,18550.0,0.908,2616.0,42,0.826,0.0
714621183,Existing Customer,39.0,F,3,Graduate,Single,Less than $40K,Blue,36.0,4,3,4,2650.0,1646.0,1004.0,0.747,4512.0,80,0.509,0.621
721365033,Attrited Customer,37.0,M,3,Uneducated,Single,$40K - $60K,Blue,36.0,3,2,4,1696.0,0.0,1696.0,0.857,2095.0,43,0.536,0.0
712999008,Existing Customer,40.0,F,3,Graduate,Single,Less than $40K,Blue,33.0,3,1,1,2628.0,1771.0,857.0,0.788,4316.0,72,0.6,0.674
780790008,Existing Customer,46.0,F,3,Unknown,Married,$40K - $60K,Blue,39.0,6,3,2,1457.0,563.0,894.0,0.711,3967.0,69,0.568,0.386
779499933,Existing Customer,46.0,M,5,Uneducated,Unknown,$80K - $120K,Blue,28.0,6,1,1,34516.0,1259.0,33257.0,0.671,4300.0,94,0.741,0.036
717200508,Existing Customer,40.0,F,4,Uneducated,Single,Unknown,Blue,32.0,3,1,3,3056.0,2038.0,1018.0,0.675,4734.0,73,0.659,0.667
716995083,Existing Customer,52.0,M,2,High School,Single,$80K - $120K,Blue,44.0,6,2,4,2650.0,1049.0,1601.0,0.874,4218.0,64,0.73,0.396
718137183,Existing Customer,58.0,F,1,College,Married,Less than $40K,Blue,38.0,4,2,3,3331.0,2251.0,1080.0,1.044,5379.0,92,0.643,0.676
787507833,Existing Customer,49.0,F,1,Uneducated,Unknown,Less than $40K,Blue,38.0,6,2,1,3343.0,1820.0,1523.0,0.727,4507.0,63,0.703,0.544
810974958,Attrited Customer,51.0,M,2,High School,Married,$60K - $80K,Blue,46.0,5,3,2,4123.0,1760.0,2363.0,0.869,2447.0,40,0.429,0.427
717967833,Existing Customer,55.0,F,1,Unknown,Married,Less than $40K,Blue,36.0,3,1,0,2677.0,1555.0,1122.0,0.639,4757.0,81,0.688,0.581
712267983,Attrited Customer,57.0,F,0,Graduate,Single,Less than $40K,Blue,45.0,4,3,3,3023.0,2517.0,506.0,0.646,2477.0,42,0.615,0.833
717376758,Existing Customer,56.0,F,2,High School,Married,Less than $40K,Blue,47.0,4,3,1,2238.0,1324.0,914.0,0.762,4108.0,72,0.846,0.592
718250883,Attrited Customer,59.0,F,2,High School,Married,Unknown,Blue,51.0,3,3,3,3875.0,1397.0,2478.0,0.573,2312.0,49,0.581,0.361
717491058,Existing Customer,42.0,M,2,Post-Graduate,Single,$60K - $80K,Blue,26.0,6,2,3,20803.0,1747.0,19056.0,0.311,4012.0,60,0.429,0.084
802243458,Attrited Customer,48.0,M,2,Doctorate,Single,$40K - $60K,Blue,42.0,6,3,2,2760.0,0.0,2760.0,0.576,1759.0,34,0.214,0.0
714485508,Existing Customer,45.0,M,3,Doctorate,Single,$80K - $120K,Blue,36.0,6,2,4,9086.0,1254.0,7832.0,0.93,3906.0,81,0.8,0.138
711377808,Existing Customer,47.0,M,3,Graduate,Unknown,$60K - $80K,Blue,36.0,4,3,2,21142.0,0.0,21142.0,0.812,4360.0,66,1.357,0.0
718565733,Existing Customer,62.0,M,0,Unknown,Single,Less than $40K,Blue,,3,2,4,3653.0,1769.0,1884.0,0.825,4423.0,67,0.763,0.484
712723608,Existing Customer,44.0,F,3,Uneducated,Unknown,Less than $40K,Blue,36.0,6,2,4,1713.0,0.0,1713.0,0.678,3999.0,66,1.062,0.0
789948408,Existing Customer,55.0,M,2,Graduate,Single,$80K - $120K,Blue,46.0,3,1,4,34516.0,1718.0,32798.0,0.51,5220.0,74,0.423,0.05
734909358,Existing Customer,43.0,M,4,Graduate,Single,$80K - $120K,Blue,33.0,4,1,1,6548.0,1244.0,5304.0,0.667,4354.0,79,0.927,0.19
719267283,Existing Customer,35.0,F,2,Doctorate,Married,$40K - $60K,Blue,27.0,6,1,0,1953.0,1554.0,399.0,0.581,4598.0,71,0.651,0.796
780684933,Existing Customer,49.0,M,3,High School,Unknown,$40K - $60K,Blue,38.0,4,1,3,3051.0,1783.0,1268.0,0.732,4887.0,69,0.725,0.584
720330558,Attrited Customer,44.0,M,3,Graduate,Married,$80K - $120K,Blue,25.0,5,2,3,25256.0,966.0,24290.0,0.488,2048.0,40,0.333,0.038
720784833,Attrited Customer,48.0,F,3,Graduate,Single,Unknown,Blue,36.0,3,3,1,1630.0,1243.0,387.0,0.4,1884.0,43,0.303,0.763
789059958,Existing Customer,42.0,M,4,High School,Married,$120K +,Gold,30.0,6,2,4,34516.0,1045.0,33471.0,0.848,3574.0,75,0.923,0.03
797138883,Existing Customer,43.0,M,4,Unknown,Married,$40K - $60K,Blue,37.0,3,2,3,10800.0,1491.0,9309.0,0.543,3966.0,77,0.638,0.138
721448283,Attrited Customer,39.0,F,1,Graduate,Single,Less than $40K,Blue,26.0,3,3,1,1876.0,1536.0,340.0,0.712,2579.0,47,0.469,0.819
710552733,Attrited Customer,42.0,M,5,Unknown,Married,$60K - $80K,Blue,36.0,2,3,2,4963.0,0.0,4963.0,0.637,2335.0,40,0.429,0.0
742778358,Existing Customer,44.0,M,1,Graduate,Single,$60K - $80K,Blue,37.0,3,1,4,16739.0,1229.0,15510.0,0.497,4014.0,69,0.568,0.073
713933658,Existing Customer,56.0,F,0,Graduate,Single,Less than $40K,Blue,45.0,3,6,2,2463.0,1621.0,842.0,0.568,4118.0,70,0.591,0.658
788142483,Existing Customer,46.0,M,3,College,Single,$80K - $120K,Silver,38.0,3,3,1,34516.0,1278.0,33238.0,0.51,4699.0,73,0.622,0.037
789705408,Existing Customer,50.0,M,2,College,Married,$60K - $80K,Blue,37.0,4,1,2,4743.0,1687.0,3056.0,0.957,3739.0,55,0.618,0.356
780378633,Existing Customer,43.0,M,3,College,Unknown,$60K - $80K,Blue,33.0,4,3,4,9382.0,1455.0,7927.0,0.482,3412.0,71,0.821,0.155
817422408,Existing Customer,45.0,F,3,Uneducated,Single,Less than $40K,Blue,30.0,3,2,3,2059.0,1118.0,941.0,0.788,4110.0,71,1.152,0.543
781297983,Existing Customer,58.0,M,2,Unknown,Divorced,$60K - $80K,Blue,52.0,6,2,3,20410.0,1196.0,19214.0,0.726,3525.0,78,0.733,0.059
710671608,Existing Customer,39.0,F,2,Graduate,Divorced,Less than $40K,Blue,31.0,5,3,4,6798.0,918.0,5880.0,0.671,3961.0,69,0.605,0.135
719967708,Existing Customer,44.0,F,2,Unknown,Single,Less than $40K,Blue,32.0,3,1,4,6472.0,2128.0,4344.0,0.58,3592.0,66,0.833,0.329
711879633,Existing Customer,45.0,M,3,High School,Single,Less than $40K,Blue,29.0,4,1,2,2766.0,1985.0,781.0,0.796,4480.0,70,0.75,0.718
716444733,Existing Customer,55.0,F,2,Graduate,Married,Less than $40K,Blue,46.0,5,3,4,1438.3,0.0,1438.3,0.907,4271.0,79,0.756,0.0
718460958,Existing Customer,49.0,F,2,College,Married,Less than $40K,Blue,35.0,3,3,4,3283.0,1856.0,1427.0,1.103,4498.0,64,0.829,0.565
789953733,Existing Customer,46.0,F,3,Graduate,Married,Less than $40K,Blue,37.0,5,1,3,2470.0,1961.0,509.0,0.802,4519.0,78,0.733,0.794
770278833,Existing Customer,43.0,M,4,Unknown,Married,$120K +,Blue,37.0,3,1,3,20695.0,1250.0,19445.0,0.605,3924.0,82,0.783,0.06
787291308,Existing Customer,42.0,F,5,Graduate,Married,Less than $40K,Blue,36.0,5,2,4,4228.0,1709.0,2519.0,0.493,4389.0,79,0.58,0.404
710644158,Existing Customer,45.0,M,3,Graduate,Unknown,$80K - $120K,Blue,28.0,5,3,1,31743.0,1332.0,30411.0,0.665,4293.0,73,0.622,0.042
717095733,Existing Customer,48.0,F,4,Unknown,Unknown,Less than $40K,Blue,29.0,6,3,4,3212.0,2517.0,695.0,0.785,4284.0,69,1.3,0.784
813338733,Existing Customer,47.0,F,3,Unknown,Single,Unknown,Blue,42.0,3,2,2,5884.0,1382.0,4502.0,0.91,4477.0,82,0.745,0.235
787536933,Existing Customer,44.0,F,3,Unknown,Single,Less than $40K,Blue,33.0,6,2,3,1724.0,0.0,1724.0,0.669,4768.0,80,0.86,0.0
714384783,Attrited Customer,59.0,F,1,Graduate,Married,Less than $40K,Blue,36.0,2,3,3,2468.0,0.0,2468.0,0.5,2017.0,37,0.762,0.0
713847858,Attrited Customer,49.0,F,3,Graduate,Divorced,Less than $40K,Blue,36.0,3,3,3,1438.3,0.0,1438.3,0.409,1849.0,43,0.536,0.0
809809008,Existing Customer,47.0,F,5,Graduate,Married,Less than $40K,Blue,42.0,5,1,2,3111.0,1541.0,1570.0,0.656,4570.0,68,0.511,0.495
719446833,Existing Customer,58.0,F,1,High School,Married,Less than $40K,Blue,46.0,4,1,3,2799.0,1532.0,1267.0,0.583,4214.0,83,0.537,0.547
720570333,Existing Customer,48.0,F,3,College,Married,Less than $40K,Blue,36.0,5,3,0,1912.0,1163.0,749.0,0.871,4786.0,81,0.723,0.608
815308683,Existing Customer,46.0,M,3,College,Married,$80K - $120K,Blue,41.0,4,3,1,18927.0,887.0,18040.0,1.065,3101.0,54,1.0,0.047
810875958,Attrited Customer,51.0,F,3,Graduate,Married,Less than $40K,Blue,46.0,1,4,3,2016.0,395.0,1621.0,0.711,2473.0,44,0.571,0.196
717775608,Existing Customer,51.0,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,43.0,4,2,0,4830.0,1970.0,2860.0,0.799,4850.0,80,0.633,0.408
718766058,Attrited Customer,56.0,M,2,Graduate,Single,$80K - $120K,Blue,36.0,1,2,2,1438.3,0.0,1438.3,0.65,2123.0,37,0.542,0.0
710656683,Existing Customer,50.0,F,3,High School,Single,Less than $40K,Blue,36.0,4,3,1,1986.0,1614.0,372.0,0.554,4442.0,64,0.73,0.813
768390708,Existing Customer,47.0,M,2,Unknown,Single,$80K - $120K,Blue,41.0,6,1,1,2877.0,1136.0,1741.0,0.756,4006.0,68,0.478,0.395
713263758,Existing Customer,53.0,F,1,College,Single,Less than $40K,Blue,45.0,3,2,2,2312.0,1997.0,315.0,0.787,5085.0,78,0.773,0.864
754564308,Existing Customer,46.0,F,3,Graduate,Married,$40K - $60K,Blue,39.0,3,3,2,2644.0,2126.0,518.0,0.748,3601.0,66,0.65,0.804
827890758,Existing Customer,39.0,F,1,Uneducated,Single,Less than $40K,Blue,,5,3,0,2062.0,1302.0,760.0,0.631,3785.0,63,0.75,0.631
779945508,Existing Customer,50.0,F,1,Graduate,Married,Less than $40K,Blue,35.0,5,2,2,3510.0,1881.0,1629.0,0.66,3808.0,81,0.884,0.536
720807183,Existing Customer,55.0,M,2,Graduate,Single,$80K - $120K,Blue,36.0,3,2,1,15026.0,916.0,14110.0,0.721,3281.0,63,0.8,0.061
709309308,Attrited Customer,50.0,M,3,College,Unknown,$80K - $120K,Blue,37.0,1,3,2,27186.0,0.0,27186.0,0.504,1704.0,34,0.478,0.0
715844733,Existing Customer,45.0,M,5,High School,Married,$60K - $80K,Blue,36.0,6,3,2,2174.0,877.0,1297.0,0.644,4596.0,71,0.449,0.403
712332183,Existing Customer,42.0,M,3,College,Single,$80K - $120K,Blue,36.0,6,1,0,29535.0,895.0,28640.0,0.952,3934.0,74,0.644,0.03
790123983,Existing Customer,50.0,F,2,High School,Single,Less than $40K,Blue,43.0,4,2,1,2974.0,2090.0,884.0,0.975,4297.0,88,0.833,0.703
711721458,Attrited Customer,50.0,F,2,Graduate,Unknown,Less than $40K,Blue,36.0,5,2,2,1438.3,0.0,1438.3,0.658,2329.0,43,0.593,0.0
716860233,Existing Customer,51.0,F,3,Uneducated,Married,Less than $40K,Blue,39.0,3,3,0,8148.0,701.0,7447.0,0.819,4124.0,87,0.891,0.086
714678408,Existing Customer,48.0,F,4,Post-Graduate,Married,Less than $40K,Blue,31.0,6,6,4,2646.0,1983.0,663.0,0.7,4727.0,83,0.804,0.749
708798483,Attrited Customer,37.0,F,3,Unknown,Single,Unknown,Blue,24.0,2,3,2,2054.0,0.0,2054.0,0.87,2567.0,43,0.593,0.0
708501783,Attrited Customer,43.0,M,2,High School,Married,$120K +,Blue,36.0,6,2,4,34516.0,1477.0,33039.0,0.324,1868.0,40,0.212,0.043
713645883,Existing Customer,37.0,F,1,High School,Single,Less than $40K,Blue,23.0,6,3,4,1879.0,1486.0,393.0,0.836,5202.0,88,0.692,0.791
718622658,Existing Customer,45.0,M,4,High School,Single,$80K - $120K,Blue,34.0,3,2,3,15913.0,1696.0,14217.0,0.632,4472.0,86,0.792,0.107
710641008,Existing Customer,44.0,F,2,High School,Single,Less than $40K,Blue,36.0,5,3,4,8685.0,0.0,8685.0,0.666,2473.0,56,0.6,0.0
718547358,Existing Customer,60.0,F,2,Uneducated,Unknown,$40K - $60K,Blue,52.0,4,3,2,2676.0,1740.0,936.0,0.735,3863.0,69,0.725,0.65
716177583,Existing Customer,58.0,F,1,Post-Graduate,Single,Less than $40K,Blue,36.0,6,2,4,1438.3,0.0,1438.3,0.657,4722.0,89,0.745,0.0
713417433,Existing Customer,42.0,M,2,Graduate,Single,$40K - $60K,Blue,28.0,3,1,3,1711.0,0.0,1711.0,0.983,4496.0,77,0.925,0.0
713043183,Existing Customer,61.0,M,0,High School,Single,$40K - $60K,Blue,48.0,3,2,4,2572.0,1969.0,603.0,0.644,4313.0,84,0.787,0.766
719328858,Attrited Customer,56.0,M,4,High School,Married,$60K - $80K,Blue,43.0,6,2,6,4535.0,0.0,4535.0,0.831,2342.0,40,0.6,0.0
718501983,Existing Customer,44.0,M,2,Graduate,Married,$60K - $80K,Blue,36.0,5,6,1,5950.0,1117.0,4833.0,0.57,4682.0,89,0.679,0.188
803800533,Attrited Customer,39.0,M,1,Unknown,Single,$40K - $60K,Blue,33.0,3,3,4,2088.0,975.0,1113.0,1.144,2866.0,59,0.735,0.467
771790083,Existing Customer,43.0,F,3,Unknown,Married,Less than $40K,Silver,32.0,4,3,2,10466.0,2080.0,8386.0,0.648,4116.0,64,0.684,0.199
712817808,Existing Customer,39.0,M,2,Graduate,Married,$60K - $80K,Blue,23.0,5,2,1,4761.0,1561.0,3200.0,0.69,2045.0,53,1.65,0.328
811697958,Existing Customer,50.0,F,4,Unknown,Married,Less than $40K,Blue,45.0,4,1,4,1488.0,755.0,733.0,0.783,4451.0,65,0.711,0.507
817089408,Existing Customer,44.0,M,2,College,Married,$60K - $80K,Blue,27.0,3,1,2,19114.0,1754.0,17360.0,0.865,4413.0,69,0.725,0.092
803406558,Existing Customer,30.0,F,1,Uneducated,Single,Unknown,Blue,24.0,3,5,4,7536.0,1272.0,6264.0,0.683,4189.0,86,0.911,0.169
717297708,Existing Customer,47.0,F,1,Graduate,Single,Unknown,Blue,37.0,6,3,3,2441.0,1672.0,769.0,0.893,4439.0,74,0.682,0.685
808756458,Existing Customer,47.0,M,3,Graduate,Married,$80K - $120K,Blue,42.0,6,3,3,13189.0,1205.0,11984.0,0.708,3821.0,83,0.66,0.091
718352358,Attrited Customer,49.0,F,3,Post-Graduate,Married,Less than $40K,Blue,35.0,3,3,2,1914.0,0.0,1914.0,0.677,2687.0,41,0.414,0.0
780638958,Existing Customer,42.0,F,2,Graduate,Divorced,$40K - $60K,Blue,31.0,6,2,1,2468.0,1850.0,618.0,0.775,4483.0,77,0.54,0.75
721026033,Existing Customer,57.0,F,1,Unknown,Single,Less than $40K,Blue,44.0,4,3,2,2564.0,1258.0,1306.0,1.156,2673.0,43,0.87,0.491
719894433,Attrited Customer,43.0,F,4,Unknown,Married,Less than $40K,Blue,24.0,6,2,3,1679.0,951.0,728.0,0.706,2492.0,43,0.593,0.566
812493033,Existing Customer,44.0,F,3,High School,Single,$40K - $60K,Blue,37.0,4,1,1,3410.0,1110.0,2300.0,0.63,5102.0,63,0.615,0.326
718256658,Existing Customer,45.0,F,3,Uneducated,Married,Less than $40K,Blue,38.0,6,5,1,2728.0,0.0,2728.0,0.879,4554.0,75,0.744,0.0
711421233,Existing Customer,51.0,M,3,High School,Single,$60K - $80K,Blue,43.0,5,3,3,7119.0,1513.0,5606.0,0.925,4969.0,84,0.909,0.213
710335983,Existing Customer,57.0,F,0,High School,Divorced,Less than $40K,Blue,36.0,5,1,3,3532.0,869.0,2663.0,1.038,4297.0,64,0.778,0.246
720108783,Existing Customer,60.0,F,1,Uneducated,Single,Unknown,Blue,50.0,6,3,3,7459.0,1717.0,5742.0,1.001,4328.0,68,0.581,0.23
818259558,Existing Customer,64.0,F,0,Graduate,Single,Less than $40K,Blue,56.0,4,2,3,2294.0,1582.0,712.0,0.775,3951.0,79,0.881,0.69
708511983,Existing Customer,37.0,M,3,Graduate,Married,$80K - $120K,Blue,18.0,5,3,2,1663.0,0.0,1663.0,0.778,3950.0,82,0.864,0.0
708838908,Existing Customer,49.0,F,3,Unknown,Single,$40K - $60K,Blue,42.0,4,3,4,5129.0,1654.0,3475.0,0.618,3192.0,61,0.848,0.322
778720533,Attrited Customer,53.0,F,4,Graduate,Married,Less than $40K,Blue,37.0,3,2,3,1722.0,0.0,1722.0,0.863,2141.0,35,0.346,0.0
793015083,Existing Customer,46.0,F,4,Graduate,Married,Unknown,Blue,40.0,5,3,4,2586.0,1270.0,1316.0,0.675,4481.0,77,0.925,0.491
821336133,Existing Customer,50.0,F,2,High School,Single,Less than $40K,Blue,46.0,5,3,2,8708.0,996.0,7712.0,0.527,3927.0,60,0.935,0.114
713905608,Existing Customer,56.0,F,3,Unknown,Single,Less than $40K,Blue,50.0,5,2,2,8869.0,0.0,8869.0,0.721,3270.0,63,0.8,0.0
779164608,Existing Customer,45.0,F,3,Graduate,Married,Less than $40K,Blue,34.0,6,2,3,2641.0,1336.0,1305.0,1.019,4224.0,77,0.791,0.506
714835833,Existing Customer,43.0,M,4,High School,Divorced,$80K - $120K,Blue,36.0,3,3,2,34516.0,1048.0,33468.0,0.864,4192.0,73,0.738,0.03
823863033,Existing Customer,52.0,M,2,Unknown,Married,$80K - $120K,Silver,48.0,6,6,1,34516.0,1473.0,33043.0,0.642,4254.0,73,0.587,0.043
713321508,Existing Customer,47.0,F,3,Unknown,Single,Less than $40K,Blue,36.0,3,1,4,1965.0,1175.0,790.0,0.657,4579.0,87,0.74,0.598
708992733,Existing Customer,50.0,F,0,High School,Married,Less than $40K,Blue,36.0,4,3,2,1513.0,0.0,1513.0,0.854,4759.0,98,0.719,0.0
709488108,Attrited Customer,42.0,M,4,College,Single,$40K - $60K,Blue,36.0,5,2,3,10543.0,0.0,10543.0,0.509,1841.0,39,0.5,
716094333,Existing Customer,49.0,M,1,Graduate,Single,$80K - $120K,Blue,42.0,6,2,1,17764.0,1459.0,16305.0,0.964,2750.0,57,0.9,0.082
778567983,Existing Customer,50.0,F,2,Graduate,Single,$40K - $60K,Blue,43.0,4,1,3,1438.3,0.0,1438.3,1.196,4512.0,77,0.833,0.0
712178883,Existing Customer,49.0,F,2,College,Single,$40K - $60K,Blue,36.0,3,2,1,6371.0,1946.0,4425.0,0.582,3592.0,79,0.756,0.305
717490008,Existing Customer,43.0,M,4,Graduate,Divorced,$80K - $120K,Blue,36.0,5,1,1,19188.0,1622.0,17566.0,0.75,4282.0,52,0.926,0.085
718282983,Existing Customer,60.0,M,0,College,Unknown,Less than $40K,Blue,47.0,6,3,3,3076.0,2257.0,819.0,0.795,4522.0,75,0.471,0.734
747208083,Existing Customer,49.0,M,4,Graduate,Single,$40K - $60K,Blue,42.0,3,3,2,2822.0,1501.0,1321.0,1.043,4344.0,68,1.194,0.532
820276908,Attrited Customer,42.0,F,4,College,Married,$40K - $60K,Blue,37.0,3,3,1,4139.0,0.0,4139.0,0.547,2232.0,41,0.464,0.0
719960133,Existing Customer,42.0,M,3,College,Single,$80K - $120K,Silver,26.0,3,2,2,34516.0,904.0,33612.0,0.726,3910.0,68,0.659,0.026
711062958,Existing Customer,43.0,M,3,Graduate,Single,$120K +,Blue,23.0,5,2,2,4121.0,2084.0,2037.0,0.807,3462.0,49,1.042,0.506
714917583,Existing Customer,42.0,F,2,Doctorate,Unknown,Less than $40K,Silver,36.0,6,1,2,10074.0,1079.0,8995.0,0.813,3338.0,65,0.711,0.107
767256933,Existing Customer,43.0,M,5,Uneducated,Married,$60K - $80K,Blue,36.0,6,2,4,2621.0,598.0,2023.0,0.967,4852.0,85,0.771,0.228
712568358,Existing Customer,47.0,M,1,High School,Married,$60K - $80K,Blue,29.0,3,2,2,3394.0,0.0,3394.0,0.454,3115.0,69,0.816,0.0
789182358,Existing Customer,56.0,M,1,Uneducated,Single,$80K - $120K,Blue,45.0,3,1,2,17628.0,1414.0,16214.0,0.603,3991.0,76,0.617,0.08
716989683,Existing Customer,56.0,M,2,Doctorate,Single,$80K - $120K,Blue,48.0,4,3,3,4480.0,2465.0,2015.0,0.772,3331.0,74,0.682,0.55
827968383,Existing Customer,43.0,F,3,High School,Unknown,Less than $40K,Blue,39.0,5,3,2,3370.0,2284.0,1086.0,0.673,4084.0,70,0.628,0.678
819647358,Attrited Customer,38.0,M,2,Unknown,Single,$60K - $80K,Blue,33.0,2,3,2,12871.0,0.0,12871.0,0.598,2413.0,53,0.606,0.0
788966958,Existing Customer,47.0,F,1,Graduate,Married,Unknown,Blue,34.0,3,2,2,3112.0,2023.0,1089.0,0.757,4613.0,86,0.593,0.65
789502308,Attrited Customer,57.0,F,3,Unknown,Single,Less than $40K,Blue,49.0,1,3,5,1551.0,790.0,761.0,0.811,2379.0,46,0.769,0.509
756458508,Existing Customer,44.0,M,3,Graduate,Single,$60K - $80K,Blue,37.0,5,2,3,1682.0,930.0,752.0,0.903,3309.0,67,1.03,0.553
714643983,Existing Customer,42.0,F,1,High School,Married,Less than $40K,Blue,36.0,5,3,3,2758.0,2017.0,741.0,0.883,4119.0,73,1.028,0.731
711606558,Existing Customer,49.0,F,1,High School,Married,Less than $40K,Blue,39.0,5,2,2,1909.0,866.0,1043.0,0.88,4697.0,83,0.844,0.454
824155458,Existing Customer,48.0,M,2,High School,Married,$80K - $120K,Blue,44.0,5,1,2,11332.0,1647.0,9685.0,0.542,4674.0,72,0.714,0.145
710445183,Existing Customer,44.0,M,5,Doctorate,Single,$120K +,Blue,31.0,5,1,2,7567.0,2496.0,5071.0,0.709,4076.0,60,0.579,0.33
